category,subcategory,type,totalReceived,activeGrievancesWithoutEscalation,activeGrievancesWithEscalation,closedGrievancesWithoutEscalation,closedGrievancesWithEscalation,successfulTransferIn,successfulTransferOut,grievancesWithoutRatings,grievancesWithRatings,grievancesWithVeryGoodRating,grievancesWithGoodRating,grievancesWithOKRating,grievancesWithBadRating,grievancesWithVeryBadRating,twitterGrievances,facebookGrievances,grievancesAdditionalInfoProvided,grievancesAdditionalInfoNotProvided,grievancesWithoutFeedback,grievancesWithFeedback,grievancesWithFeedbackIssueNotResolved,grievancesWithFeedbackIssueResolved
Airline,Silk Air,Check-in & Boarding,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Silk Air,Flight Delays,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,AirAsia India,NA,26,NA,NA,26,26,NA,NA,26,NA,NA,NA,NA,NA,NA,25,NA,23,26,26,NA,NA,NA
Airline,AirAsia India,Cleanliness,6,NA,NA,5,5,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,1,6,6,NA,NA,NA
Airline,Ukraine International,Check-in & Boarding,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Ukraine International,Check-in &amp; Boarding,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Ukraine International,Flight Delays,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airline,Ukraine International,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Ukraine International,"Ticketing, Fares & Refunds",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Ukraine International,"Ticketing, Fares &amp; Refunds",2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Buddha Air,Flight Delays,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Buddha Air,"Ticketing, Fares &amp; Refunds",1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air France,Baggage,18,NA,NA,12,12,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,NA,NA,NA
Airline,Air France,Check-in &amp; Boarding,6,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airline,Air France,Flight Delays,3,NA,NA,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,Air France,Maintenance,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air France,Meal,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Air France,Staff / Crew Behavior,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air France,"Ticketing, Fares &amp; Refunds",13,NA,1,4,4,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,NA,NA
Airline,Asiana Airlines,Baggage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Asiana Airlines,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Thai Air Asia,Flight Delays,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Thai Air Asia,Other,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,FlyBig,Baggage,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,FlyBig,Check-in &amp; Boarding,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA
Airline,FlyBig,Flight Delays,17,NA,NA,4,4,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,NA,NA,NA
Airline,FlyBig,Maintenance,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,FlyBig,Staff / Crew Behavior,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,FlyBig,"Ticketing, Fares &amp; Refunds",15,NA,NA,13,13,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,NA
Airline,Fly Dubai,Baggage,7,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airline,Fly Dubai,Check-in &amp; Boarding,5,NA,NA,1,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airline,Fly Dubai,Flight Delays,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Fly Dubai,Other,8,NA,NA,7,7,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airline,Eva Airways,Check-in & Boarding,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Jet Airways,NA,21,NA,NA,21,21,NA,NA,21,NA,NA,NA,NA,NA,NA,21,NA,19,21,21,NA,NA,NA
Airline,Jet Airways,Person With Disability,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,IndiaOne Air,Meal,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,IndiaOne Air,Other,4,NA,NA,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airline,IndiaOne Air,"Ticketing, Fares &amp; Refunds",1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Kenya Airways,Baggage,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airline,Kenya Airways,Check-in & Boarding,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Kenya Airways,Flight Delays,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Kenya Airways,"Ticketing, Fares & Refunds",8,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airline,Kenya Airways,"Ticketing, Fares &amp; Refunds",5,NA,1,1,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airline,Mahan Air,Baggage,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Nepal Airlines Corporation,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA
Airline,Nepal Airlines Corporation,Baggage,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,Nepal Airlines Corporation,Check-in & Boarding,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Nepal Airlines Corporation,Check-in &amp; Boarding,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,Nepal Airlines Corporation,Other,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Nepal Airlines Corporation,"Ticketing, Fares &amp; Refunds",8,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airline,Iraqi Airways,Check-in & Boarding,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airline,Iraqi Airways,"Ticketing, Fares & Refunds",3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,Alliance Air (India),Maintenance,8,NA,NA,7,7,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airline,Alliance Air (India),Meal,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airline,Alliance Air (India),Person With Disability,3,NA,NA,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,VietJet Air,Meal,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,VietJet Air,Other,24,1,NA,21,21,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,NA,NA,NA
Airline,Cathay Pacific,Other,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Cathay Pacific,Staff / Crew Behavior,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Jetlite,Check-in & Boarding,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Jetlite,Other,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Jetlite,"Ticketing, Fares & Refunds",1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air Manas,"Ticketing, Fares & Refunds",1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Singapore Airlines,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airline,Singapore Airlines,Check-in & Boarding,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Singapore Airlines,Check-in &amp; Boarding,3,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,Singapore Airlines,Flight Delays,7,NA,NA,6,6,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airline,Singapore Airlines,Meal,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Singapore Airlines,Other,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Singapore Airlines,Staff / Crew Behavior,4,NA,NA,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airline,Singapore Airlines,"Ticketing, Fares &amp; Refunds",23,NA,NA,16,16,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,23,NA,NA,NA
Airline,Turkish Airlines,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airline,Turkish Airlines,Check-in & Boarding,9,NA,NA,9,9,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA
Airline,Turkish Airlines,Check-in &amp; Boarding,8,NA,NA,4,4,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airline,Turkish Airlines,Meal,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Turkish Airlines,Other,11,NA,NA,11,11,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,NA,NA
Airline,Turkish Airlines,Staff / Crew Behavior,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air Arabia,Check-in &amp; Boarding,8,NA,NA,1,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airline,Air Arabia,Flight Delays,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA
Airline,Air Arabia,Meal,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA
Airline,Air Arabia,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air Arabia,Staff / Crew Behavior,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,Air Arabia,"Ticketing, Fares &amp; Refunds",14,NA,NA,11,11,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,NA,NA
Airline,Vistara,NA,20,NA,NA,20,20,NA,NA,20,NA,NA,NA,NA,NA,NA,20,NA,19,20,20,NA,NA,NA
Airline,Vistara,Cleanliness,4,NA,NA,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airline,Vistara,Maintenance,20,NA,NA,20,20,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA
Airline,Egypt Air,Baggage,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Egypt Air,Flight Delays,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Egypt Air,"Ticketing, Fares &amp; Refunds",2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA
Airline,Oman Airlines,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airline,Oman Airlines,Check-in &amp; Boarding,4,NA,NA,2,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airline,Oman Airlines,Meal,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airline,Oman Airlines,Other,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airline,KLM Airlines,NA,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA
Airline,KLM Airlines,Check-in & Boarding,6,NA,NA,4,4,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airline,KLM Airlines,Check-in &amp; Boarding,3,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,KLM Airlines,Flight Delays,9,NA,NA,3,3,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA
Airline,KLM Airlines,Meal,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Thai Airways,NA,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,NA,NA,NA
Airline,Thai Airways,Check-in &amp; Boarding,12,NA,NA,3,3,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA,NA
Airline,Malaysia Airlines,Check-in &amp; Boarding,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,Malaysia Airlines,Meal,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,Malaysia Airlines,Other,4,NA,1,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,4,4,NA,NA,NA
Airline,Malaysia Airlines,Staff / Crew Behavior,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,IndiGo,NA,49,NA,NA,49,49,NA,NA,49,NA,NA,NA,NA,NA,NA,49,NA,48,49,49,NA,NA,NA
Airline,Saudia,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air Mauritius,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airline,Air Mauritius,Check-in &amp; Boarding,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Bangkok Airways,Flight Delays,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,Bangkok Airways,"Ticketing, Fares & Refunds",9,NA,NA,9,9,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA
Airline,Air Astana,Check-in & Boarding,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Air Astana,Flight Delays,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air Astana,Meal,6,NA,NA,5,5,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,NA,NA,NA
Airline,Air Astana,"Ticketing, Fares &amp; Refunds",2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,EL-AL-Israel,"Ticketing, Fares & Refunds",3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,Srilankan Airways,Baggage,12,NA,NA,11,11,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,2,12,12,NA,NA,NA
Airline,Srilankan Airways,Check-in &amp; Boarding,9,NA,1,1,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA
Airline,Srilankan Airways,Staff / Crew Behavior,4,NA,NA,4,4,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,NA,NA
Airline,Finn Air,Baggage,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA
Airline,Finn Air,Check-in & Boarding,5,NA,NA,4,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airline,Finn Air,Meal,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Finn Air,Other,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Finn Air,"Ticketing, Fares &amp; Refunds",2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,TruJet,NA,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,NA,NA,NA
Airline,TruJet,Baggage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,TruJet,Maintenance,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airline,TruJet,Staff / Crew Behavior,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airline,TruJet,"Ticketing, Fares &amp; Refunds",12,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA,NA
Airline,Akasa Air,Meal,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airline,Akasa Air,Person With Disability,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Akasa Air,Staff / Crew Behavior,13,NA,NA,13,13,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,NA,NA
Airline,Akasa Air,"Ticketing, Fares & Refunds",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Turkmenistan Airlines,Check-in & Boarding,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Alliance Air,Other,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,3,NA,NA,NA
Airline,Korean Air,Flight Delays,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA
Airline,Korean Air,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
Airline,Korean Air,"Ticketing, Fares & Refunds",1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Korean Air,"Ticketing, Fares &amp; Refunds",1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Pak International,"Ticketing, Fares & Refunds",1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Japan Airlines,Check-in &amp; Boarding,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air Seychelles,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airline,Air Seychelles,Check-in &amp; Boarding,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air Seychelles,Flight Delays,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air Seychelles,"Ticketing, Fares &amp; Refunds",4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airline,Malindo Airways,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airline,Malindo Airways,Check-in & Boarding,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airline,Malindo Airways,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,China Eastern Airlines,Baggage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,China Eastern Airlines,Staff / Crew Behavior,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,China Eastern Airlines,"Ticketing, Fares & Refunds",14,NA,NA,14,14,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,NA,NA,NA
Airline,Bhutan Airlines,Flight Delays,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Bhutan Airlines,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Bhutan Airlines,"Ticketing, Fares &amp; Refunds",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Uzbekistan Airways,Baggage,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Uzbekistan Airways,Other,2,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Uzbekistan Airways,"Ticketing, Fares & Refunds",3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,Uzbekistan Airways,"Ticketing, Fares &amp; Refunds",2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Air Austral,Baggage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air Austral,Flight Delays,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air Austral,"Ticketing, Fares &amp; Refunds",1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,SpiceJet,NA,67,NA,NA,67,67,NA,NA,67,NA,NA,NA,NA,NA,NA,66,1,62,67,67,NA,NA,NA
Airline,Swiss Air,Baggage,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airline,Swiss Air,Check-in &amp; Boarding,5,NA,NA,1,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airline,Swiss Air,Flight Delays,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Swiss Air,Other,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Helicopter - General Aviation,NA,Heritage Aviation,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Helicopter - General Aviation,NA,Bharat Hotels Ltd,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Helicopter - General Aviation,NA,Pawan Hans Helicopters,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
